id,english,hindi
771,"If there had been immediate gain (in sight), and the journey easy, they would (all) without doubt have followed thee, but the distance was long, (and weighed) on them. They would indeed swear by Allah, ""If we only could, we should certainly have come out with you"": They would destroy their own souls; for Allah doth know that they are certainly lying.",(ऐ रसूल) अगर सरे दस्त फ़ायदा और सफर आसान होता तो यक़ीनन ये लोग तुम्हारा साथ देते मगर इन पर मुसाफ़त (सफ़र) की मशक़क़त (सख्ती) तूलानी हो गई और अगर पीछे रह जाने की वज़ह से पूछोगे तो ये लोग फौरन ख़ुदा की क़समें खॉएगें कि अगर हम में सकत होती तो हम भी ज़रूर तुम लोगों के साथ ही चल खड़े होते ये लोग झूठी कसमें खाकर अपनी जान आप हलाक किए डालते हैं और ख़ुदा तो जानता है कि ये लोग बेशक झूठे हैं
772,_Fields Shown...,दिखाया गया क्षेत्र (_F)...
773,Are you sure you want to delete the memo '{0}'?,क्या आप निश्चित हैं कि आप '{0}' ज्ञापन को मिटाना चाहते हैं?
774,Misses,चूकें
775,"Be wakeful of your service of prayer, and the midmost service; and honour God by standing before Him in devotion.","सदैव नमाज़ो की और अच्छी नमाज़ों की पाबन्दी करो, और अल्लाह के आगे पूरे विनीत और शान्तभाव से खड़े हुआ करो"
776,Standard,मानक
777,Has Allah taken for Himself daughters out of those whom He creates and has chosen you to have sons?,क्या उसने अपनी मख़लूक़ात में से ख़ुद तो बेटियाँ ली हैं और तुमको चुनकर बेटे दिए हैं
778,Whether the meta is enabled,क्या मेटा सक्रिय किया हुआ है
779,Show the side bar,बाजू-पट्टी दिखाएँ
780,Delete the selection from the archive,अभिलेख से चयनित को मिटाएँ
781,With All Sub-Albums,सभी उप- एलबमों सहित
782,Danny?,डैनी?
783,Locale:,स्थान-विशिष्ट:
784,Judith.,जूडिथ.
785,"Position of the vertical pane, between the calendar lists and the date navigator calendar","लंबव पट्टी की स्थिति, पंचांग सूची और तिथि नेविगेटर पंचांग के बीच."
786,Status: %s,स्थिति: %s
787,KURTP(A1: A5),KURTP( A1: A5)
788,"Or do the people of the dwellings not fear that Our wrath may come upon them during the day, while they are playing?","और क्या बस्तियों के लोगो को इस ओर से निश्चिन्त रहने का अवसर मिल सका कि दिन चढ़े उनपर हमारी यातना आ जाए, जबकि वे खेल रहे हों?"
789,"And lest, if an affliction had afflicted them for that which their hands had sent before, they should have said: our Lord! wherefore sent not Thou an apostle unto us that we might have followed Thy revelations and been of the believers!","(हम रसूल बनाकर न भेजते) यदि यह बात न होती कि जो कुछ उनके हाथ आगे भेज चुके है उसके कारण जब उनपर कोई मुसीबत आए तो वे कहने लगें, ""ऐ हमारे रब, तूने क्यों न हमारी ओर कोई रसूल भेजा कि हम तेरी आयतों का (अनुसरण) करते और मोमिन होते?"""
790,you shall proceed onwards from stage to stage.,निश्चय ही तुम्हें मंजिल पर मंजिल चढ़ना है
791,"Except for those who repent after that and correct themselves. For indeed, Allah is Forgiving and Merciful.","हाँ, जिन लोगों ने इसके पश्चात तौबा कर ली और अपनी नीति को सुधार लिया तो निस्संदेह अल्लाह बड़ा क्षमाशील, दयावान है"
792,"And enjoin prayer upon your family [and people] and be steadfast therein. We ask you not for provision; We provide for you, and the [best] outcome is for [those of] righteousness.","और अपने लोगों को नमाज़ का आदेश करो और स्वयं भी उसपर जमे रहो। हम तुमसे कोई रोज़ी नहीं माँगते। रोज़ी हम ही तुम्हें देते है, और अच्छा परिणाम तो धर्मपरायणता ही के लिए निश्चित है"
793,That's...,यह है ...
794,Do you think the men of the cave and Ar-Raqim were so strange among Our signs?,क्या तुम समझते हो कि गुफा और रक़ीमवाले हमारी अद्भु त निशानियों में से थे?
795,+10,+10
796,_Update,अद्यतन करें (_U)
797,"Tech-49, Jack Harper.","टेक-49, जैक हार्पर."
798,Sums'ka oblast ',सुम्सका ओबलास्टukraine. kgm
799,Matthias Kalle Dalheimer,मेथियास काल दाल्हेमेर
800,bounded by,के द्वारा बाउंडेड
801,Autosave,स्वतः सहेजें
802,ImagePlugin_AdjustLevels,इमेज़- प्लगइन_ एडज़स्ट- लेवल्स
803,"To Pharaoh, Haman, and Qarun; but they called (him)"" a sorcerer telling lies!""...","फ़िरऔन औऱ हामान और क़ारून की ओर भेजा था, किन्तु उन्होंने कहा, ""यह तो जादूगर है, बड़ा झूठा!"""
804,S6: Keep under... (inert gas to be specified by the manufacturer),S6: ऐसे रखें... (अक्रिय गैसें - निर्माता द्वारा निर्दिष्ट किया जाए) Please take the official translations! You find them here: http: // europa. eu. int/ eur- lex/ lex/ LexUriServ/ LexUriServ. do? uri=CELEX: 32001L0059: EN: HTML
805,"So that day their excuses will not profit the evildoers, nor will they be suffered to make amends.",तो उस दिन सरकश लोगों को न उनकी उज्र माअज़ेरत कुछ काम आएगी और न उनकी सुनवाई होगी
806,"And what have you understood, what hell is!",और तुम्हें क्या पता की सक़र क्या है?
807,%1,% 1
808,Encrypt,गोपन करें
809,Construct the parallel line through this point,इस बिन्दु से एक समानांतर रेखा बनाएँ
810,Are you listening to me?,आप मुझे सुन रहे हो?
811,Octal,#-#-#-#-# gnome-media.HEAD.hi.po (gnome-media 2.0) #-#-#-#-# स्वर #-#-#-#-# nautilus.HEAD.hi.po (nautilus 2.x) #-#-#-#-# मौखिक
812,Ignore TLS Errors,TLS त्रुटियाँ को नज़रअंदाज़ करें
813,%s (*.%s),%s (*.%s)
814,"Indeed, in the cattle there is a lesson for you. We give you to drink of that which is in their bellies, between the filth (bowels) and blood, pure milk, which is sweet to those who drink.","और इसमें शक़ नहीं कि चौपायों में भी तुम्हारे लिए (इबरत की बात) है कि उनके पेट में ख़ाक, बला, गोबर और ख़ून (जो कुछ भरा है) उसमें से हमे तुमको ख़ालिस दूध पिलाते हैं जो पीने वालों के लिए खुशगवार है"
815,Are you out of your fucking mind?,तुम्हारा दिमाग तो नहीं खराब हो गया?
816,Lord of the East and the West; there is no god but He; so take Him for a Guardian.,(वही) मशरिक और मग़रिब का मालिक है उसके सिवा कोई माबूद नहीं तो तुम उसी को कारसाज़ बनाओ
817,Redo,दोहराएँ (d)
818,"And there will remain the Face of your Lord, Owner of Majesty and Honor.",किन्तु तुम्हारे रब का प्रतापवान और उदार स्वरूप शेष रहनेवाला है
819,"He said to his father and his people, “What are you worshiping?","जबकि उसने अपने बाप और अपनी क़ौम के लोगों से कहा, ""तुम किस चीज़ की पूजा करते हो?"
820,Error adding contact,संपर्क में जोड़ने में त्रुटि
821,"And remember when you were only a few and meek in the land, and feared that men may snatch you away – He therefore gave you refuge and strengthened you with His help, and gave you good things as sustenance, so that you may be thankful.","और याद करो जब तुम थोड़े थे, धरती में निर्बल थे, डरे-सहमे रहते कि लोग कहीं तु्म्हें उचक न ले जाएँ, फिर उसने तुम्हें ठिकाना दिया और अपनी सहायता से तुम्हें शक्ति प्रदान की और अच्छी-स्वच्छ चीज़ों की तुम्हें रोजी दी, ताकि तुम कृतज्ञता दिखलाओ"
822,"No, they are not.","नहीं, वे नहीं कर रहे हैं."
823,Okay?,ठीक?
824,No,नहीं
825,Asia/Seoul,एशिया/सियोल
826,- TOM:,- TOM:
827,"I have chosen you, so listen to what is revealed.",और मैंने तुमको पैग़म्बरी के वास्ते मुन्तख़िब किया (चुन लिया) है तो जो कुछ तुम्हारी तरफ़ वही की जाती है उसे कान लगा कर सुनो
828,When were you going to tell me this?,जब तुम मुझे यह बताने के लिए जा रहे थे?
829,It's so beautiful in Denver today it's hard to believe a snowstorm could be close.,कितना सुंदर है डेनवर में आज... ...यह विश्वास करना मुश्किल है कि एक बर्फीला तूफान करीब हो सकता है.
830,"(Recall) when I inspired the disciples to have faith in Me and My Messenger. They said, ""We have accepted the faith. Lord, bear witness that we have submitted ourselves to Your will""","और याद करो, जब मैंने हबारियों (साथियों और शागिर्दों) के दिल में डाला कि ""मुझपर और मेरे रसूल पर ईमान लाओ,"" तो उन्होंने कहा, ""हम ईमान लाए और तुम गवाह रहो कि हम मुस्लिम है।"""
831,"and say things which they do not act upon,",और ये लोग ऐसी बाते कहते हैं जो कभी करते नहीं
832,Additional objects:,अतिरिक्त वस्तु:
833,I'm Dekins.,मैं डेकिन्स हूँ.
834,Is it good?,यह ठीक होगा?
835,The answer was wrong.,आपका उत्तर गलत था.% 1% done.
836,%s in %s,%s %s में
837,Center the cell contents,कक्ष सामग्रियों को बीच में जमाएं
838,"We shall let them enjoy themselves for a little while, but then We shall drive them to a harsh punishment.",हम उन्हें चन्द रोज़ों तक चैन करने देगें फिर उन्हें मजबूर करके सख्त अज़ाब की तरफ खीच लाएँगें
839,No.,नहीं.
840,_Print…,छापें (_P)…
841,Sets how often this event or to-do should recur.,सेट करता है कि कितनी बार यह घटना या कार्य हो. @ label
842,"Believers, remember the Favor of Allah to you when there came against you hosts (armies). We unleashed against them a wind and hosts (angels) you could not see. Allah sees the things you do.","ऐ ईमान लानेवालो! अल्लाह की उस अनुकम्पा को याद करो जो तुमपर हुई; जबकि सेनाएँ तुमपर चढ़ आई तो हमने उनपर एक हवा भेज दी और ऐसी सेनाएँ भी, जिनको तुमने देखा नहीं। और अल्लाह वह सब कुछ देखता है जो तुम करते हो"
843,This place ain't so bad.,यह जगह इतनी बुरी नहीं है.
844,Africa/Timbuktu,अफ्रीका/टिम्बकटू
845,Fire!,वापस रहें!
846,"When they compete to bring out the good, the best in each other this is the love between men that can build a city-state and lift us from our frog pond.","वे अच्छा बाहर लाने के लिए प्रतिस्पर्धा करते हैं, एक दूसरे में सर्वश्रेष्ठ... ... इस एक शहर राज्य का निर्माण कर सकते हैं कि पुरुषों के बीच प्यार है... ... और हमारे मेंढक तालाब से हमें उठा."
847,Cannot get message %s: %s,%s संदेश नहीं पा सकता है: %s
848,You promise?,आपका वादा?
849,Error when loading external tools,त्रुटि उपकरण
850,Multiple Unseen Messages,बहु अपठित संदेश
851,I'm the guy that can get things.,"मैं ही चीजें ला सकता हूं, न?"
852,Jack:,जैक:
853,Arctic/Longyearbyen,आर्कटिक/लोंगइयरबायन
854,"Could not open ""%1"" - unknown mimetype.","""% 1"" को खोल नहीं सका - अज्ञात माइम क़िस्म."
855,"Had they had faith in God, the Prophet, and what was revealed to him, they would not have been the friends of the unbelievers. However, many of them are evil-doers.",और अगर ये लोग ख़ुदा और रसूल पर और जो कुछ उनपर नाज़िल किया गया है ईमान रखते हैं तो हरगिज़ (उनको अपना) दोस्त न बनाते मगर उनमें के बहुतेरे तो बदचलन हैं
856,Failed to load remote file.,दस्तावेज फिर लोड करने में विफल.
857,Solvable game generation based on algorithm by Michael Meeks in GNOME mahjongg,हल करने योग्य खेल बनाया जाना अल्गोरिदम मिखाइल मीक्स के ग्नोम महजोंग खेल पर आधारित.
858,%s has declined the following assigned task:,%s ने कार्य भार को मना कर दिया है:
859,Invalid URL,अवैध यूआरएल
860,EDF file header editor,EDF फ़ाइल हैडर संपादक
861,New Top View,नया ऊपरी दृश्य
862,Earth-like,पृथ्वी- जैसा
863,Month view horizontal pane position,मासिक दृश्य क्षैतिज पट्टी की अवस्थिति
864,Source File,स्रोत फ़ाइल
865,"So He hath made the consequence (to be) hypocrisy in their hearts until the day when they shall meet Him, because they broke their word to Allah that they promised Him, and because they lied.","फिर परिणाम यह हुआ कि उसने उनके दिलों में उस दिन तक के लिए कपटाचार डाल दिया, जब वे उससे मिलेंगे, इसलिए कि उन्होंने अल्लाह से जो प्रतिज्ञा की थी उसे भंग कर दिया और इसलिए भी कि वे झूठ बोलते रहे"
866,Sort file list by modification time,फ़ाइल सूची परिवर्धन समय के अनुसार छाँटेंsort by file location
867,Staple Every 17 Sheets,हर 17 शीट स्टेपल करें
868,Object Identifier (%s),वस्तु पहचानकर्ता (%s)
869,A KDE text-editor component could not be found; please check your KDE installation.,केडीई पाठ संपादक अवयव पाया नहीं जा सका! कृपया अपना केडीई संस्थापन जाँचें
870,Oh.,ओह.
871,"Say, ""Show me those whom you have related to God as His partner. He is too Exalted to have any partners. He is the Majestic and All-wise God.""",(ऐ रसूल तुम कह दो कि जिनको तुम ने खुदा का शरीक बनाकर) खुदा के साथ मिलाया है ज़रा उन्हें मुझे भी तो दिखा दो हरगिज़ (कोई शरीक नहीं) बल्कि खुदा ग़ालिब हिकमत वाला है
872,America/Cuiaba,अमेरिका/क्यूएबा
873,Make ready!,तैयार करें...
874,Rotate Left,बाएँ घुमाएँ
875,"O children of Adam! We have provided you with clothing to cover your bodies, and for luxury. But the clothing of piety—that is best. These are some of God’s revelations, so that they may take heed.","ऐ आदम की सन्तान! हमने तुम्हारे लिए वस्त्र उतारा है कि तुम्हारी शर्मगाहों को छुपाए और रक्षा और शोभा का साधन हो। और धर्मपरायणता का वस्त्र - वह तो सबसे उत्तम है, यह अल्लाह की निशानियों में से है, ताकि वे ध्यान दें"
876,"Or have We given them any Book before this (the Quran), to which they are holding fast?",या हमने उनको उससे पहले कोई किताब दी थी कि ये लोग उसे मज़बूत थामें हुए हैं
877,Don't you believe me?,क्या आपको यकीऩ नहीं?
878,Kabuntalan,काबुलphilippines. kgm
879,"As one who calls people to God by His leave, and guides them like a shining light.",और खुदा की तरफ उसी के हुक्म से बुलाने वाला और (ईमान व हिदायत का) रौशन चिराग़ बनाकर भेजा
880,"of pitch their shirts, their faces enveloped by the Fire,",उनके (बदन के) कपड़े क़तरान (तारकोल) के होगे और उनके चेहरों को आग (हर तरफ से) ढाके होगी
881,God judges with Truth but those whom they worship besides God can have no Judgment. God is certainly All-hearing and All-aware.,"और ख़ुदा ठीक ठीक हुक्म देता है, और उसके सिवा जिनकी ये लोग इबादत करते हैं वह तो कुछ भी हुक्म नहीं दे सकते, इसमें शक नहीं कि ख़ुदा सुनने वाला देखने वाला है"
882,Loop through the image sequence,छवि अनुक्रम में लूप करें
883,Birthday: %s,जन्मदिन: %s
884,Australian Capital Territory,ऑस्ट्रेलियाई राजधाीनी क्षेत्रaustralia. kgm
885,Who knows how they take care of them.,कौन जाने वे कैसा ख्याल रखते हैं.
886,Icosahedron,आईकोसाहेडेरॉन
887,LDAP Login,एलडीएपी लॉगइन
888,Controls the relative number of asteroid name labels drawn in the map.,नक्शे में छुद्रग्रहों के नाम लेबलों की सापेक्ष संख्या को नियंत्रित करता है.
889,"Tower 49, you have put the whole operation at risk.",".. टॉवर49 ,आप जोखिममें पूरे ऑपरेशन में डाल दिया है"
890,Custom...,मनपसंद...
891,"Indeed Safa and Marwah are among the emblems of Allah: it is, therefore, no sin for him, who performs Hajj or `Umrah to the House of AIIah, to run between the two hills; and Allah knows and appreciates him who does any good with a willing heart.","निस्संदेह सफ़ा और मरवा अल्लाह की विशेष निशानियों में से हैं; अतः जो इस घर (काबा) का हज या उमपा करे, उसके लिए इसमें कोई दोष नहीं कि वह इन दोनों (पहाडियों) के बीच फेरा लगाए। और जो कोई स्वेच्छा और रुचि से कोई भलाई का कार्य करे तो अल्लाह भी गुणग्राहक, सर्वज्ञ है"
892,"But those endued with knowledge and faith will say: ""Indeed ye did tarry, within Allah's Decree, to the Day of Resurrection, and this is the Day of Resurrection: but ye - ye were not aware!""","किन्तु जिन लोगों को ज्ञान और ईमान प्रदान हुआ, वे कहते, ""अल्लाह के लेख में तो तुम जीवित होकर उठने के दिन ठहरे रहे हो। तो यही जीवित हो उठाने का दिन है। किन्तु तुम जानते न थे।"""
893,"Like Pharaoh's folk and those who were before them, they disbelieved Our revelations and so Allah seized them for their sins. And Allah is severe in punishment.",जैसे फ़िरऔन के लोगों और उनसे पहले के लोगों का हाल हुआ। उन्होंने हमारी आयतों को झुठलाया तो अल्लाह ने उन्हें उनके गुनाहों पर पकड़ लिया। और अल्लाह कठोर दंड देनेवाला है
894,The file cannot be read,यह मद नहीं भेजा जा सका!
895,There was an error deleting “%s”.,“%s” मिटाने में कोई त्रुटि थी.
896,Zoom Out,ज़ूम आउट
897,You're welcome.,आपका स्वागत है.
898,18MB Upgrade,18MB अद्यतन
899,nine of clubs,चिड़ी का नहला
900,This is Dick Hallorann again.,यह डिक हैलोरन है फिर से.
901,Missing date.,तिथि अनुपस्थित.
902,is less than,से कम है
903,Shared Object,साझेदारी वस्तु
904,"And to Allah belongs the dominion of the heavens and the earth, and to Allah is the destination.",और सारे आसमान व ज़मीन की सल्तनत ख़ास ख़ुदा ही की है और ख़ुदा ही की तरफ (सब को) लौट कर जाना है
905,The disc could not be ejected though it needs to be removed for the current operation to continue.,डिस्क बाहर निकाला नहीं जा सकता हालांकि इसे हटाना जरुरी है मौजूदा प्रक्रिया को जारी रखने के लिए.
906,Murph!,Murph!
907,"But I am indeed Most Forgiving to him who repents and believes and does righteous works and keeps to the Right Way.""","और जो तौबा कर ले और ईमान लाए और अच्छा कर्म करे, फिर सीधे मार्ग पर चलता रहे, उसके लिए निश्चय ही मैं अत्यन्त क्षमाशील हूँ।"" -"
908,You cannot take our dragons!,तुम हमारे ड्रैगन्स नहीं ले सकते!
909,Bad packet at packet #%1 (stream byte offset %2),पैकेट #% 1 पर खराब पैकेट (स्ट्रीम बाइट ऑफसेट% 2)
910,"Do not molest her lest the chastisement of an Awesome Day should seize you.""",और इसको कोई तकलीफ़ न पहुँचाना वरना एक बड़े (सख्त) ज़ोर का अज़ाब तुम्हे ले डालेगा
911,A TIME FOR DRUNKEN HORSES,एक दौर मदहोश घोडों का
912,and they cried loud lies to Our signs;,और इन लोगो हमारी आयतों को बुरी तरह झुठलाया
913,"No indeed, soon you will know!","कुछ नहीं, तुम शीघ्र ही जान लोगे"
914,Scott Manson,स्कॉट मैंसन
915,_Forward style:,अग्रेषित शैली: (_F)
916,Could not rename '%s': %s,'%s' का पुनः नामकरण नहीं कर सका: %s
917,It is a brief usage; their home is hell; and what an evil resting-place!,ये चन्द रोज़ा फ़ायदा हैं फिर तो (आख़िरकार) उनका ठिकाना जहन्नुम ही है और क्या ही बुरा ठिकाना है
918,Dock switcher style:,डॉक शैली:
919,"Set forth to them, by way of a parable, the (story of) the Companions of the City. Behold!, there came messengers to it.","उनके लिए बस्तीवालों की एक मिसाल पेश करो, जबकि वहाँ भेजे हुए दूत आए"
920,Memo information,अधिक सूचना
921,Duck.,नीचे झुको।
922,Color/ Border,रंग/ किनाराNAME OF TRANSLATORS
923,One question.,एक सवाल।
924,"Nor was thy Lord the one to destroy a population until He had sent to its centre a messenger, rehearsing to them Our Signs; nor are We going to destroy a population except when its members practise iniquity.","तेरा रब तो बस्तियों को विनष्ट करनेवाला नहीं जब तक कि उनकी केन्द्रीय बस्ती में कोई रसूल न भेज दे, जो हमारी आयतें सुनाए। और हम बस्तियों को विनष्ट करनेवाले नहीं सिवाय इस स्थिति के कि वहाँ के रहनेवाले ज़ालिम हों"
925,And how many an angel is there in the heavens whose intercession does not avail at all except after Allah has given permission to whom He pleases and chooses.,"और आसमानों में बहुत से फरिश्ते हैं जिनकी सिफ़ारिश कुछ भी काम न आती, मगर ख़ुदा जिसके लिए चाहे इजाज़त दे दे और पसन्द करे उसके बाद (सिफ़ारिश कर सकते हैं)"
926,Search Filter,फ़िल्टर खोजें
927,"""Begone,"" said (God), ""contemptible and rejected! As for those who follow you, I shall fill up Hell with all of you.","कहा, ""निकल जा यहाँ से! निन्दित ठुकराया हुआ। उनमें से जिस किसी ने भी तेरा अनुसरण किया, मैं अवश्य तुम सबसे जहन्नम को भर दूँगा।"""
928,(Ascending),(घटते क्रम में)
929,Hooray!,वाह!
930,"Do you think We created you for nothing, and that you will not return to Us?""","तो क्या तुमने यह समझा था कि हमने तुम्हें व्यर्थ पैदा किया है और यह कि तुम्हें हमारी और लौटना नहीं है?"""
931,"And they appoint a share of that We have provided them to what they know not. By God, you shall be questioned as to that you forged.",और हमने जो रोज़ी उनको दी है उसमें से ये लोग उन बुतों का हिस्सा भी क़रार देते है जिनकी हक़ीकत नहीं जानते तो ख़ुदा की (अपनी) क़िस्म जो इफ़तेरा परदाज़ियाँ तुम करते थे (क़यामत में) उनकी बाज़पुर्स (पूछ गछ) तुम से ज़रुर की जाएगी
932,American Samoa,अमेरिकी सामोआ
933,Because the universe needed you.,क्योंकि ब्रह्मांड को तुम्हारी ज़रूरत थी।
934,"As for those who disbelieve, neither their riches nor their children shall help them a thing from Allah. They are the people of the Fire, and there they shall remain for ever.",बेशक जिन लोगों ने कुफ़्र इख्तेयार किया ख़ुदा (के अज़ाब) से बचाने में हरगिज़ न उनके माल ही कुछ काम आएंगे न उनकी औलाद और यही लोग जहन्नुमी हैं और हमेशा उसी में रहेंगे
935,"If this option is enabled, the preview area will be split horizontally, displaying the original and target image at the same time. The original is above the red dashed line, the target below it.",बदलें (R)
936,Celestial equator,खगोलीय भूमध्य रेखा (q)
937,Fetching folder list…,फ़ोल्डर सूची ला रहा है…
938,"Allah, your Lord and Lord of your forefathers?,’",और (जो) तुम्हारा परवरदिगार और तुम्हारे अगले बाप दादाओं का (भी) परवरदिगार है
939,Brasero project file,ब्रैसेरो परियोजना फाइल
940,Those concerning whom the Word will have come true will say: Our Lord! These are they whom we led astray. We led them astray even as we ourselves were astray. We declare our innocence before Thee: us they never worshipped.,"जिनपर बात पूरी हो चुकी होगी, वे कहेंगे, ""ऐ हमारे रब! ये वे लोग है जिन्हें हमने बहका दिया था। जैसे हम स्वयं बहके थे, इन्हें भी बहकाया। हमने तेरे आगे स्पष्ट कर दिया कि इनसे हमारा कोई सम्बन्ध नहीं। ये हमारी बन्दगी तो करते नहीं थे?"""
941,End time is wrong,अंत्य समय गलत है गलत है
942,"DSUM(A1: C5; ""Salary""; A9: A11)","DSUM( A1: C5; ""वेतन""; A9: A11)"
943,You're all right.,तुम ठीक हो. आओ.
944,Macedonia,मकदूनियाworld. kgm
945,"- Yeah, what's that?","- हाँ , क्या है वह ?"
946,Catalonia,केटालोनियाspain. kgm
947,Cannot find a corresponding account in the org.gnome.OnlineAccounts service from which to obtain a password for '%s',सेवा org.gnome.OnlineAccounts जिसमें से '%s' के लिए एक पासवर्ड प्राप्त करने के लिए इसी खाते में नहीं मिल सकता है
948,Add wire outlines for all rectangular geometry,सारे आयताकार ज्यामिति के लिए तार रूपरेखा जोड़ें
949,"and do not deliver short, and do not go about creating mischief in the land,",और लोगों को उनकी चीज़े (जो ख़रीदें) कम न ज्यादा करो और ज़मीन से फसाद न फैलाते फिरो
950,(GROANING),(कराहना)
951,Unknown error,अज्ञात त्रुटि
952,_Apply filters to new messages in Inbox on this server,इस सर्वर पर इनबाक्स में नए संदेश के लिए फिल्टर चलाएँ (_A)
953,"Then the Shaitan (Satan) made them slip therefrom (the Paradise), and got them out from that in which they were. We said: ""Get you down, all, with enmity between yourselves. On earth will be a dwelling place for you and an enjoyment for a time.""",तब शैतान ने आदम व हौव्वा को (धोखा देकर) वहाँ से डगमगाया और आख़िर कार उनको जिस (ऐश व राहत) में थे उनसे निकाल फेंका और हमने कहा (ऐ आदम व हौव्वा) तुम (ज़मीन पर) उतर पड़ो तुममें से एक का एक दुशमन होगा और ज़मीन में तुम्हारे लिए एक ख़ास वक्त (क़यामत) तक ठहराव और ठिकाना है
954,Artist (*):,कलाकार (*):
955,"Say thou: bethink ye, if Allah made night continuous for you till the Day of Resurrection, what god is there beside Allah, who would bring you light? Hearken ye not?","‍‍कहो, ""क्या तुमने विचार किया कि यदि अल्लाह क़ियामत के दिन तक सदैव के लिए तुमपर रात कर दे तो अल्लाह के सिवा कौन इष्ट-प्रभु है जो तुम्हारे लिए प्रकाश लाए? तो क्या तुम देखते नहीं?"""
956,"Yeah, that's one down.",एक तो गया।
957,They didn't bring us here to change the past.,"""वे"" हमें यहाँ भूतकाल को बदलने के लिए नहीं लाये."
958,Delete synchronization group '%1 '?,सिंक्रोनाइज़ेशन समूह '% 1' मिटाएँ?
959,& Invite...,निमंत्रित करें... (I)
960,Read items marked _private,मद निजी रूप में चिह्नित को पढ़ें (_p)
961,PCS,पीसीएस
962,Cookie accept,कुकी स्वीकार्य
963,"But We will certainly give the Unbelievers a taste of a severe Penalty, and We will requite them for the worst of their deeds.",तो हम भी काफ़िरों को सख्त अज़ाब के मज़े चखाएँगे और इनकी कारस्तानियों की बहुत बड़ी सज़ा ये दोज़ख़ है
964,"And mention, [O Muhammad], the brother of 'Aad, when he warned his people in the [region of] al-Ahqaf - and warners had already passed on before him and after him - [saying], ""Do not worship except Allah. Indeed, I fear for you the punishment of a terrible day.""",और (ऐ रसूल) तुम आद को भाई (हूद) को याद करो जब उन्होंने अपनी क़ौम को (सरज़मीन) अहक़ाफ में डराया और उनके पहले और उनके बाद भी बहुत से डराने वाले पैग़म्बर गुज़र चुके थे (और हूद ने अपनी क़ौम से कहा) कि ख़ुदा के सिवा किसी की इबादत न करो क्योंकि तुम्हारे बारे में एक बड़े सख्त दिन के अज़ाब से डरता हूँ
965,"Or have they the treasures of the Mercy of your Lord, the All-Mighty, the Real Bestower?",(इस वजह से ये शरारत है) (ऐ रसूल) तुम्हारे ज़बरदस्त फ़य्याज़ परवरदिगार के रहमत के ख़ज़ाने इनके पास हैं
966,Copy CD/DVD,सीडी व डीवीडी की नक़ल करें
967,"Indeed upon those who disbelieved, and died as disbelievers, is the curse of Allah and of the angels and of men combined.","जिन लोगों ने कुफ़्र किया और काफ़िर (इनकार करनेवाले) ही रहकर मरे, वही हैं जिनपर अल्लाह की, फ़रिश्तों की और सारे मनुष्यों की, सबकी फिटकार है"
968,"He said: ""This is a mercy from my Lord: But when the promise of my Lord comes to pass, He will make it into dust; and the promise of my Lord is true.""",जुलक़रनैन ने (दीवार को देखकर) कहा ये मेरे परवरदिगार की मेहरबानी है मगर जब मेरे परवरदिगार का वायदा (क़यामत) आयेगा तो इसे ढहा कर हमवार कर देगा और मेरे परवरदिगार का वायदा सच्चा है
969,All accounts have been removed.,सारा खाता हटा दिया गया
970,Theirs shall be fruit therein and theirs shall be whatsoever they ask for.,बेिहश्त में उनके लिए (ताज़ा) मेवे (तैयार) हैं और जो वह चाहें उनके लिए (हाज़िर) है
971,"Developer, Maintainer","डेवलपर, मेंटेनर"
972,Find Next,अगला ढूंढें
973,- Did you get a haircut?,- क्या तुमने बाल कटवाये हैं?
974,They have said that the Beneficent God has given birth to a son.,"वे कहते है, ""रहमान ने किसी को अपना बेटा बनाया है।"""
975,Failed to decrypt MIME part: protocol error,MIME हिस्से के विगोपन में विफल: प्रोटोकाल त्रुटि
976,"And they serve, apart from God, what neither profits them nor hurts them; and the unbeliever is ever a partisan against his Lord.",और लोग (कुफ्फ़ारे मक्का) ख़ुदा को छोड़कर उस चीज़ की परसतिश करते हैं जो न उन्हें नफा ही दे सकती है और न नुक़सान ही पहुँचा सकती है और काफिर (अबूजहल) तो हर वक्त अपने परवरदिगार की मुख़ालेफत पर ज़ोर लगाए हुए है
977,"And inform them about the guests of Abraham,",और उनको इबराहीम के मेहमान का हाल सुना दो
978,an empty slot on the tableau,तस्वीर में एक खाली खाँचा
979,OVR,मिटाकर लिखें
980,"Both of you must speak with him in a gentle manner so that perhaps he may come to himself or have fear (of God).""","उससे नर्म बात करना, कदाचित वह ध्यान दे या डरे।"""
981,Bowling Green,"बाउलिंग ग्रीनCity name (optional, probably does not need a translation)"
982,Every Sign that We showed them was greater than its predecessor; and then We seized them with Our chastisement so that they may return (to the Right Way).,और हम जो मौजिज़ा उन को दिखाते थे वह दूसरे से बढ़ कर होता था और आख़िर हमने उनको अज़ाब में गिरफ्तार किया ताकि ये लोग बाज़ आएँ
983,Location,स्थानFile
984,Check this out.,इसे देखो।
985,This key determines the GTK+ modules to load for accessibility support.,यह कुंजी पहुँच समर्थन लोड करने के लिए GTK+ मॉड्यूल निर्धारित करता है.
986,Your current password has expired. Please change your password now.,मौजूदा शब्दकूट खत्म हो गया. कृपया अपना शब्दकूट बदलें.
987,Us_ername:,उपभोक्ता नाम: (_e)
